ano,volume,numero,titulo_artigo,autores,palavras_chave,abstract,referencias,link
2013,12,1/,A passive-matched 22 GHz 2.6-dB-NF CMOS front-end with a 70-800 ps delay block,,,,,
2013,12,1/,Extension of the Misme and Fimbel model for the estimation of the cumulative distribution function of the differential rain attenuation between two converging terrestrial links,,,,,
2013,12,1/,Design of multiple function antenna array using radial basis function neural network,,,,,
2013,12,1/,Analytical study of substrate parasitic effects in common-base and common-emitter SiGe BHT amplifiers,,,,,
2013,12,1/,Spectrally-efficient 17.6-Tb/s DWDM optical transmission system over 678 km with pre-filtering analysis,,,,,
2013,12,2/,Nulls and side lobe levels control in a time modulated linear antenna array by optimizing excitations and element locations using RGA,,,,,
2013,12,2/,Modal domains and selectivity in large square lasers,,,,,
2013,12,2/,Dynamic analysis of superconductor at high temperature for antennas array,,,,,
2013,12,2/,A new circular photonic crystal fiber for effective dispersion compensation over E to L wavelength bands,,,,,
2013,12,2/,A systematic sensitivity analysis of the performance of a transcutaneous energy transmitter for design purposes,,,,,
2013,12,2/,Analysis and PIC simulation of a Gyrotron travelling wave tube amplifier,,,,,
2013,12,2/,"Resonant properties, of modified triangular plasmonic nanoparticles with higher field concentration",,,,,
2013,12,2/,Particle swarm optimization in WDM/OCDM networks with physical impairments,,,,,
2013,12,2/,"PIC simulation study of a 35 GHz, 200 kW Gyroklystron",,,,,
2013,12,2/,SAR Analysis for handheld mobile phone using DICOM based voxel model,,,,,
2013,12,2/,All-optical cryptography through spectral amplitude and delay encoding,,,,,
2013,12,2/,A design proposal for ultrawide band frequency selective surface,,,,,
2013,12,2/,Wound rotor doubly fed induction machine with radial rotary transformer,,,,,
2013,12,2/,A CMOS UWB transmitter with Vivaldi Array for Ultra-fast Beam steering microwave radar,,,,,
2013,12,2/,Rate-equations based model for the 2D-0D direct channel in quantum dot lasers under CW and gain-switching,,,,,
2013,12,2/,Uncertainty analysis of the conducted interferences in a power converter,,,,,
2013,12,2/,Measurement with quasi-isotropic antenna of CEM coming from multisource in a reverberation chamber and in a car,,,,,
2013,12,2/,Spectrally-efficient 17.6-Tb/s DWDM optical transmission system over 678 km with pre-filtering analysis,,,,,
2013,12,2/,Wireless microsystems for biomedical applications,,,,,
2013,12,2/,Point interpolation methods based on weakened-weak formulations,,,,,
2013,12,2/,Transmission of a 1.12 Tb/s superchannel over 452 km fiber,,,,,
2013,12,2/,Characterization of the radiation pattern of antennas using time-domain spherical-multipole and moment expansion,,,,,
2013,12,2/,Experimental optical generation of DP-16QAM modulation format for high spectral efficiency optical transmission,,,,,
2013,12,2/,A hybrid method BEM-NRM for magnetostatics problems,,,,,
2013,12,2/,Development of computational 3D MoM algorithm for nanoplasmonics,,,,,
2013,12,2/,A methodology for performance evaluation of LEDs based on ac small signal analysis,,,,,
2013,12,2/,Photorefractive digital holographic microscopy: an application in the microdevices surfaces,,,,,
2013,12,2/,Hybrid distributed Raman/EDFA amplifier with hybrid automatic gain control for reconfigurable WDM optical networks,,,,,
2013,12,2/,Theoretical and experimental comparison between power and degree of polarization based optical fiber current sensors,,,,,
2013,12,2/,Optimal traffic Re-Grooming model for heterogeneous carrier ethernet services over WDM Optical Network,,,,,
2013,12,2/,A technique to package Fiber Bragg Grating Sensors for Strain and Temperature Measurements,,,,,
2013,12,2/,Numerical analysis of impedance spectra of yeast suspensions,,,,,
2013,12,2/,Simulation and manufacturing of a miniaturized exponential UWB TEM horn antenna for UWB radar applications,,,,,
2013,12,2/,Geometry optimization for application of radio frequency signals on diamond samples,,,,,
2013,12,2/,Optimal design of a set of permanent magnet generators with the same cross-section,,,,,
2013,12,2/,Comparing OSNR based policies for an adaptive-alternative IA-RWA algorithm applied to all-optical networks,,,,,
2013,12,2/,Nonlinear effects compensation in Optical Coherent PDM-QPSK Systems,,,,,
2013,12,2/,Long-term stability decay of standard and regenerated Bragg gratings tailored for high temperature operation,,,,,
2012,11,1/,Unified method for the prediction of rain attenuation in satellite and terrestrial links,,,,,
2012,11,1/,Upgrading and extending PON by using in-band WDM overlay,,,,,
2012,11,1/,Performance evaluation of PCRR based add drop filter with different rod shapes,,,,,
2012,11,1/,Increasing energy efficiency in OCDMA network via distributed power control,,,,,
2012,11,1/,Detection and analysis of rotor faults in induction motors by the measurement of the stray magnetic flux,,,,,
2012,11,1/,Spectral domain analysis of double screen frequency selective surfaces,,,,,
2012,11,1/,Planar multilayer structure analysis: an educational approach,,,,,
2012,11,1/,On the design of tree-type ultra wideband fractal Antenna for DS-CDMA system,,,,,
2012,11,1/,Modeling of electromagnetic waves propagation in four-level two-electron atomic systems governed by Pauli Exclusion Principle using the TLM method,,,,,
2012,11,1/,ANN model of RF MEMS Lateral SPDT switches for millimeter wave applications,,,,,
2012,11,1/,A dual tuned Complementary Structure Frequency Selective surface for WLAN applications,,,,,
2012,11,1/,Analysis of microstrip antennas on carbon fiber composite material,,,,,
2012,11,1/,Studying the effect of Building Block Shape on Sierpinski tetrahedron fractal antenna behavior using FDTD-equivalent electric circuits,,,,,
2012,11,1/,Experimental analysis of all-optical 4-ASK signal generation through parametric amplification,,,,,
2012,11,1/,Analysis and design of L-strip proximity coupled circular microstrip antenna,,,,,
2012,11,1/,Optimal design of double folded stub microstrip filter by neural network modelling and particle swarm optimization,,,,,
2012,11,1/,Scattering analysis of planar electric and magnetic dipoles in multilayered chiral structures,,,,,
2012,11,2/,On the design of UWB circular fractal antenna with notched-band characteristics using W-shape slot,,,,,
2012,11,2/,Design and analysis of metallic photonic band gap cavity for a Gyrotron,,,,,
2012,11,2/,Performance analysis of peak tracking techniques for fiber Bragg grating interrogation systems,,,,,
2012,11,2/,Microwave switchable frequency selective surface with high quality factor resonance and low polarization sensitivity,,,,,
2012,11,2/,Green-Markov models - new optimization strategies: a case study for user allocation in co-channel macro/femto networks,,,,,
2012,11,2/,A microwave method for complex permittivity extraction of thin materials,,,,,
2012,11,2/,Statistical modeling of rain attenuation in tropical terrestrial links,,,,,
2012,11,2/,Testing strategies to evaluate non-oriented electrical steels losses,,,,,
2011,10,1/,Study of backfire antennas,,,,,
2011,10,1/,Study on effect of rectangular DMS and DGS on 4 and 8 elements rectangular microstrip linear array antenna,,,,,
2011,10,1/,Automated photosensitivity enhancement in optical fiber tapers,,,,,
2011,10,1/,Polarization maintaining highly birefringent small mode area photonic crystal fiber at telecommunication window,,,,,
2011,10,1/,A load effect evaluation of a transmission line exciting chamber,,,,,
2011,10,1/,A compact wide slot antenna with dual band-notch characteristic for ultra wideband applications,,,,,
2011,10,1/,Foreword special issue: selected papers from Momag 2010,,,,,
2011,10,1/,Numerical treatment of rounded and sharp corners in the modeling of 2D electrostatic fields,,,,,
2011,10,1/,Theoretical and experimental performance evaluation methods for DD-OFDM systems with optical amplification,,,,,
2011,10,1/,Dynamic modeling of transverse flux permanent magnet generator for wind turbines,,,,,
2011,10,1/,Comparison between known propagation models using least squares tuning algorithm on 5.8 GHz in Amazon region cities,,,,,
2011,10,1/,Hg0.8Re0.2Ba2Ca2Cu 3O8.8 thick film produced by Laser Ablation,,,,,
2011,10,1/,Channel characteristics in tunnels: FDTD simulations and measurement,,,,,
2011,10,1/,Terrestrial rain attenuation time series synthesizers for tropical regions,,,,,
2011,10,1/,Transmission of a 20 Gb/s NRZ OOK signal throughout a 390 km fiber link and a cascade of 11 x 50 GHz filters and 9 x EDFAs,,,,,
2011,10,1/,Analysis of signal processing techniques for optical 112 Gb/s DP-QPSK receivers with experimental data,,,,,
2011,10,1/,FBG optimization using spline encoded evolution strategy,,,,,
2011,10,1/,Statistical modeling of manufacturing uncertainties for microstrip filters,,,,,
2011,10,1/,Control strategies applied for reducing the vibration and torque ripple of a special Switched Reluctance Motor,,,,,
2011,10,1/,Characterization of bone Tissue by microwaves using wavelets and KNN,,,,,
2011,10,1/,Analysis of modified bowtie nanoantennas in the excitation and emission regimes,,,,,
2011,10,1/,Analysis of magnetic force production in slider actuators combining analytical and finite element methods,,,,,
2011,10,1/,Applicability of low macrobending loss hollow-core PCF to FTTH applications,,,,,
2011,10,1/,Optical fibres coating aging induced by the maritime environment,,,,,
2011,10,1/,New method for optimum design of pyramidal horn antennas,,,,,
2011,10,1/,Anisotropic-dielectric-loaded corrugated guide,,,,,
2011,10,1/,Uncooled detectors of continuum terahertz radiation,,,,,
2011,10,2/,An improvement of defected ground structure lowpass/bandpass filters using H-slot resonators and coupling matrix method,,,,,
2011,10,2/,,,,,,
2011,10,2/,Design of distributed optical-fiber raman amplifiers using multi-objective particle swarm optimization,,,,,
2011,10,2/,,,,,,
2011,10,2/,Comparative study of fundamental properties of honey comb photonic crystal fiber at 1.55µm wavelength,,,,,
2011,10,2/,An FET-based microwave active circuit with dual-band negative group delay,,,,,
2011,10,2/,Heuristic solutions related to challenges of optical burst switching paradigm,,,,,
2011,10,2/,A new multilevel smoothing method for wavelet-based algebraic multigrid poisson problem solver,,,,,
2011,10,2/,An automatic methodology for obtaining optimum shape factors for the radial point interpolation method,,,,,
2010,9,2/,Flexible tunable spectrum sliced microwave photonic filter using parallel Fabry-Pérot filters and Fiber Bragg Grating,"R.K. Jeyachitra - National Institute of Technology, Department of Electronics and Communication Engineering , Tiruchirappalli, , India, R. Sukanesh - Thiagarajar College of Engineering, Department of Electronics and Communication Engineering , Madurai, Tamil Nadu, India",,"A simple and low-cost spectrum sliced microwave photonic filter with high tunability has been implemented. This is based on use of two Fabry-Pérot filters with same free spectral range connected in parallel but one filter with an external fiber delay. An extension of this configuration with Fiber Bragg Grating (FBG) as delay element is also demonstrated. This architecture overcomes the tuning difficulties of a single Fabry-Pérot filter employed as a slicing element. Flexible tunability, large overall free spectral range and high quality factor have been obtained with the proposed configuration owing to the use of fiber delay/FBG. Wide and step tuning has been achieved in the frequency range of 41.1GHz to 50.23GHz in steps of 2.28GHz. The additional components are another Fabry-Pérot filter and fiber delay/FBG which makes the proposed architecture highly compact and cost-effective. Most of the practical difficulties faced in use of optical fiber are eliminated using FBGs. The characteristics of proposed configuration with different applied delays using fiber and FBG were tabulated. An analysis of flexible tunable property of the filter was made in terms of length of fiber delay and grating length of FBG and the results were plotted. Also quality factor calculation of the proposed filter was discussed.","[1] Chi H. Lee, editor,Microwave Photonics,   CRC Press, Taylor & Francis Group, 2007,pg 26.
[2] R. Sukanesh, R.K.Jeyachitra, P. Gautham, A.   Raja and Shailesh Ajmera, ""Investigation of the techniques deployed in spectrum   slicing for microwave photonic filters,"" inIEEE Proc. Int. Conf.     Computation, Commun. Networking (ICCCN) 2008, pp. 1-6, Dec.2008.
[3] R. Sukanesh, R.K.Jeyachitra, Shailesh   Ajmera, K.Avinash, S.Manochandar, ""Optical CAD tools for microwave photonic   filters,""Proc. Int. Conf. Mech. and Elect. Eng. (ICMEE) 2009,pp   93-98, Jul. 2009 and indexed ineProc. in World Scientific Press
[4] J. Capmany, D. Pastor, B. Ortega, ""Fiber   optic microwave and  millimeter-wave filter with high density sampling and very   high sidelobe suppression using sub nanometer optical spectrum slicing,""Electron.      Lett,vol. 35, no. 6, pp. 494-496, Mar.1999.
[5] R.K.Jeyachitra, R.Sukanesh and Shailesh   Ajmera,"" Flexible Tunable Spectrum Sliced Microwave Photonic Filter   Using Parallel Fabry-Pérot Filters and Fiber Delay"",Proc. of IEEE-Asia     Pacific Microwave Conference(APMC2009),pp481-483, Dec.2009.
[6] Borja Vidal, Miguel A. Piqueras, Juan L.   Corral, Javier Martí, ""Tunable photonic microwave filter based on two parallel   Fabry-Pérot filters.""Proc.Int. Topical Meeting on Microwave Photonics,Oct.   2005, pp. 205-208.
[7] Kenneth O. Hill, Gerald Meltz, ""Fiber Bragg   Grating Technology Fundamentals and Overview"",J. Lightw. Technol, vol.   15, no. 8, pp.1263-1276, Aug. 1997.
[8] Govind P. Agarwal, Author,Applications   of Nonlinear Fiber Optics, Academic Press, Elsevier, 2006, pg 289.
[9]   Lina ZHOU,   Xinliang ZHANG, Enuming XU, ""Q value analysis of microwave photonic filters"",Front. Optoelectron.China.vol. 2,   no. 3, pp. 269-278, February 2009.",https://www.scielo.br/j/jmoea/a/VGKJwt6gjxR6VNrdtWmMs3n/?lang=en
2010,9,2/,An efficient two-level preconditioner based on lifting for FEM-BEM equations,"Fabio Henrique Pereira - Universidade Nove de Julho, São Paulo, São Paulo, Brazil, Marcio Matias Afonso - Centro Federal de Educacão Tecnológica de Minas Gerais, Electrical Engineering Department , Minas Gerais, Minas Gerais, Brazil, João Antônio de Vasconcelos - Universidade Federal de Minas Gerais, Electrical Engineering Department , Minas Gerais, Brazil, Silvio Ikuyo Nabeta - Universidade de São Paulo, Electrical Machine and Drives Lab , São Paulo, Brazil",,"The system resulting from the coupled Finite Element Method and Boundary Element Method formulations inherits all characteristics of both finite element and boundary element equation system, i. e., the system is partially sparse and symmetric and partially full and nonsymmetric. Consequently, to solve the resulting coupled equation system is not a trivial task. This paper proposes a new efficient lifting-based two level preconditioner for the coupled global system. The proposed approach is applied to solve the coupled systems resulting from the electromagnetic scattering problem and its performance is evaluated based on the number of iterations and the computational time. Traditional methods based on incomplete and complete LU decompositions are used for comparison.","[1]    M. M. Afonso, J. A.   Vasconcelos, ""Two dimensional scattering problems solved by finite element    boundary element method"", In:22th CILAMCE - Iberian Latin-American Congress     on Computational Methods in Engineering, 2001.
[2]    J. Jin,The finite element     method in electromagnetics, Wiley, New York, 1993.
[3] G. Aiello, S.   Alfonzetti, E. Dilettoso, N. Salerno,  ""An Iterative   Solution to FEM-BEM Algebraic Systems for Open-Boundary Electrostatic   Problems"",IEEE Trans. on Magnetics,vol. 43, n. 4, pp. 1249  1252, 2007.
[4]    P. Mund and E. P.   Stephan, ""Adaptive Coupling and Fast Solution of FEM-BEM Equations for   Parabolic-Elliptic Interface Problems"",Math. Methods in the Appl. Scienc.,vol. 20, n. 5, pp. 403-423, 1998.
[5]    D. Pusch,Efficient     Algebraic Multigrid Preconditioners for Boundary Element Matrices, Phd   thesis. Institute of   Computational Mathematics, Johannes Kepler University Linz, Austria, 1997.
[6]    A. C. Balanis,Advanced     engineering electromagnetics, Wiley, New York, 1989.
[7]    N. Lu and J. M. Jin,   ""Application of fast multipole method to finite  element boundary  integral   solution of scattering problems"",IEEE Transaction on antennas and     propagation, vol. 44, n. 6, pp. 781  786, 1996.
[8]    Y. Saad,Iterative     Methods for Sparse Linear Systems,2nded., SIAM, Philadelphia, 2003.
[9]    T. K. Sarkar, S. P.   Magdalena, C.W. Michael,Wavelet Applications in Engineering     Electromagnetics, Artech House, Boston, 2002.
[10]    K. H. Rosen, (Ed.).Handbook     of Discrete and Combinatorial Mathematics.Boca Raton, FL: CRC Press, 2000,   pp. 357.
[11]     F. H. Pereira and S. I.   Nabeta, ""Wavelet-Based Algebraic Multigrid Method Using the Lifting Technique"",Journal of Microwaves, Optoelectronics and Electromagnetic Applications,   vol. 9, n. 1, 1-9, 2010.
[12]    A. Jensen, A. la   Cour-Harbo,The Discrete Wavelet Transform, Ripples in Mathematics,   Springer, Berlin 2001, pp. 21.
[13]  W. Sweldens. ""The lifting scheme: A custom-design   construction of biorthogonal wavelets"".Appl. Comput. Harmon. Analysis,   3(2):186-200 1996.",https://www.scielo.br/j/jmoea/a/dWTTyJBXKkkmfYmsVbxgFdr/?lang=en
2010,9,2/,Wideband dual-layer patch antenna fed by a modified L-strip,"Zhongbao Wang - Maritime University, School of Information Science and Technology , Liaoning, , China, Shaojun Fang - Maritime University, School of Information Science and Technology , Liaoning, , China, Shiqiang Fu - Maritime University, School of Information Science and Technology , Liaoning, , China",,"A wideband patch antenna is proposed. By using the dual-layer patch configuration and modified L-strip feed technique, the impedance bandwidth of the patch antenna for VSWR<1.2 is broadened to 22% with respect to 900 MHz, which is superior to the other available patch antennas. In addition, by means of the modified L-shaped strip, the high cross polarization levels of the proposed antenna are suppressed effectively. Simulation results are compared with the measurements, and a good agreement is obtained. The measurements show that the antenna has a low cross-polarization level (<-20dB) and an acceptable gain level (~9dBi) across the operating bandwidth. At last, a parametric study and a design guideline of the proposed antenna are also presented to facilitate the design and optimization processes for engineers.","[1] Y. H. Ge, K. P. Esselle, and T. S. Bird, ""A Compact E-shaped Patch Antenna   with Corrugated Wings,""IEEE Trans. Antennas and Propagation, vol. 54, no. 8, pp. 2411-2413, Aug. 2006.
[2] R. Chair, C. L. Mak, K. F. Lee, K. M. Luk, and A. A. Kishk, ""Miniature Wide-Band Half U-Slot and   Half E-Shaped Patch Antennas,""IEEE Trans. Antennas and Propagation, vol. 53, no. 8, pp. 2645-2652, Aug. 2005.
[3] K. L. Wong, C. L Tang, and J. Y. Chiou, ""Broad-band Probe-fed Patch Antenna with a W-shaped Ground Plane,""IEEE Trans. Antennas and Propagation, vol. 50, no. 6, pp. 827-831, June 2002.
[4] W. H. Hsu, and K. L. Wong, ""Broad-band Probe-fed Patch Antenna with a U-shaped Ground Plane for Cross- Polarization Reduction,""IEEE Trans. Antennas and Propagation, vol. 50, no. 3, pp. 352-355, Mar. 2002.
[5] H. Ghannoum, S. Bories, and C. Roblin, ""Probe Fed Stacked Patch Antenna for UWB Sectoral Applications,""Proc. IEEE International   Conference on Ultra-Wideband, pp.   97-102, 2005
[6] M. A. Matin, B. S. Sharif,   and C. C. Tsimenidis, ""Probe Fed Stacked Patch Antenna for Wideband Applications,""IEEE Trans. Antennas and Propagation, vol. 55, no. 8, pp. 2385-2388, Aug. 2007.
[7] M. T. Islam, M. N. Shakib,   N. Misran, and B. Yatim, ""Ultrawideband EH Shaped Stack Patch Antenna for Wireless Communications,""Proc. IEEE Wireless and Microwave     Technology Conference, pp. 1-4, 2009.
[8] Q. Xue, X. Y. Zhang, and C. H. K. Chin, ""A Novel   Differential-fed Patch Antenna,""IEEE Antennas and Wireless Propagation     Letters, vol. 5, pp. 471-474, 2006.
[9] Z. N. Chen, and M. Y. W.   Chia, ""Broad-band suspended probe-fed antenna with low cross-polarization   levels,""IEEE Trans. Antennas and Propagation, vol. 51, no. 2, pp.   345-346, Feb. 2003.
[10]  H.W. Lai, and K.M. Luk, ""Design and Study of   Wide-Band Patch Antenna Fed by Meandering Probe,""IEEE Trans. Antennas and Propagation, vol. 54, no. 2, pp. 564-571, Feb. 2006.
[11]  M.K. Meshram, ""Analysis of L-strip Proximity   Fed Rectangular Microstrip Antenna for Mobile Base Station,""Microwave and     Optical Technology Letters, vol. 49, no. 8, pp. 1817-1824, Aug. 2007.
[12]  W. F. Richards, Y. T. Lo, and D. D. Harrison, ""An Improved Theory for Microstrip Antennas and Applications,""IEEE Trans.   Antennas and Propagation,   vol. 29, no. 1, pp. 38-46, Jan. 1981.
[13]  Z. N. Chen, and M. Y. W. Chia, ""Experimental   Study on Radiation Performance of Probe-Fed Suspended Plate Antennas,""IEEE Trans. Antennas and Propagation, vol. 51, no. 8, pp. 1964-1971, Aug. 2003.",https://www.scielo.br/j/jmoea/a/PCs3v7GkCMhXm5VfcXJgYTq/?lang=en
2010,9,2/,Gain profile optimization for Raman+EDFA hybrid amplifiers with recycled pumps for WDM systems,"Márcia M. Jardim Martini - Universidade Tecnológica Federal do Paraná, Curitiba, Paraná, Brazil, Carlos Eduardo S. Castellani - Federal University, Vitória, ES, Brazil, Maria José Pontes - Federal University, Vitória, ES, Brazil, Moisés R. N. Ribeiro - Federal University, Vitória, ES, Brazil, Hypolito José Kalinowski - Universidade Tecnológica Federal do Paraná, Curitiba, Paraná, Brazil",,"An approximated technique to quickly optimize the gain profile of multi-pump broadband hybrid amplifiers under residual pump recycling in WDM systems is proposed. It is based on the amplifier spectral equalization by adjusting the flexible gain profile of a multi-pump Raman amplification stage to compensate the Erbium-doped stage gain variation within the C-band. In order to increase the pump power efficiency, the Erbium-doped fiber section recycles the residual Raman pump. Three different cases considering, respectively, one, two, and three pumps are analyzed to demonstrate the effectiveness of the proposed technique. The characterization of the Raman+EDFA hybrid amplifier has been performed in terms of global gain, ripple, and noise figure. The proposed optimization method for the Raman pump sets allows ripple figures to be reduced by half of their original values in single pumped configurations. Our results also suggest that two pump lasers is the best configuration when the maximum gain, minimum ripple, and pump power efficiency are simultaneously considered.","[1] G. Agrawal, Fiber-Optic Communication   Systems, 3rd ed.,John Wiley & Sons Inc., USA, 2002.
[2] C. Headley, and G. Agrawal, Raman Amplification   in Fiber Optical Communication Systems,Elsevier Academic Press, USA,   2005.
[3] G. Agrawal, Nonlinear Fiber Optics, 3rd ed.,Academic Press, USA, 2001.
[4] P.   Becker,Erbium Doped Fiber Amplifiers  Fundamentals and Technology,Academic     Press, EUA, 1998.
[5] M. Karásek,   M. Menif, and A. Bellemare, ""Design of Wideband Hybrid Amplifiers for Local Area Networks,IEEE     Proc. Optoelectronic,"" vol. 148, no. 3, pp. 150  155, June 2001.
[6] P. B. Hansen, G.   Jacobovitz-Veselka, L. Gruner-Nielsen, and A. J. Stentz, ""Raman amplification   for loss compensation in dispersion compensating fiber modules,""Electronic     Letters, vol. 34, no. 11, pp. 1136   1137, May 1998.
[7] C. E. S.   Castellani, S. P. N. Cani, M. E. V. Segatto, M. J. Pontes, and M. A. Romero,   ""Design Methodology for Multi-pumped Discrete Raman Amplifiers: Case-Study   Employing Photonic Crystal Fibers,""Optics Express, vol. 17, no. 16, pp.   14121  14131, 2009.
[8] E. Desuvire, Erbium-Doped-Fiber Amplifiers: Principles   and Applications,John Wiley & Sons Inc., New York, 1994.
[9] H. Masuda, S. Kawai, K. Aida, ""Ultra-wideband Hybrid   Amplifier Comprising Distributed Raman Amplifier and Erbium-Doped Fibre   Amplifier,""Electronics Letters, vol. 34, no. 13, pp. 1342  1344, June   1998.
[10]  A. Ahmad, M. A.   Mas Izyani, A. K. Zamzuri, F. R. M. Adikan, S-J. Sheih, M. A. Mahdi,   Experimental Validation of OSNR Enhancement Utilizing Hybrid Raman/Erbium Fiber   Amplifiers,Microwave and optical Technology Letters, vol. 45, no. 4,   pp. 333  335, May 2005.
[11]  Y. Emori, K.   Tanaka, S. Namiki, ""100 nm Bandwdth Flat-Gain Raman Amplifiers Pumped and   Gain-Equalized by 12 Wavelength  Channel WDM Laser Diode Unit,""Electronics     Letters, vol. 35, no. 16, August 1999.
[12]  J. H. Lee, Y. M.   Chang, Y. G. Han, S. H. Kim, H. Chung, and S. B. Lee, ""Dispersion-Compensating   Raman/EDFA Hybrid Amplifier Recycling Residual Raman Pump for Efficiency   Enhancement,""IEEE Photonics Technology Letters, vol. 17, no. 1, pp. 43    45, January, 2005.
[13]  J. H. Lee, Y. M.   Chang, Y. G. Han, H. Kim, H. Chung, and S. B. Lee, ""Performance Comparison of   Various Configurations of Single-Pump Dispersion-Compensating Raman/EDFA Hybrid   Amplifiers,""IEEE Photonics Technology Letters, vol. 17, no. 4, pp. 765    767, April, 2005.
[14]  J. H. Lee, Y. M.   Chang, Y. G.  Han, H. Chung, H, Kim, and S. B. Lee, ""A Detailed Experimental   Study on Single-Pump Raman/EDFA Hybrid Amplifiers: Static, Dynamic, and System   Performance Comparison,""IEEE Journal of Lightwave Technology, vol. 23,   no.11, pp. 3484  3493, November 2005.
[15]  U. Tiwari, K.   Rajan, and K. Thyagarajan, ""Multichannel Gain and Noise Figure Evaluation of   Raman/EDFA Hybrid Amplifiers,""Optics Communications, no. 281, pp. 1593    1597, 2008.
[16]  U. Tiwari, K.   Thyagarajan, and M. R. Shenoy, ""Simulation and Experimental Characterization of   Raman/EDFA Hybrid Amplifier with Enhanced Performance,""Optics     Communications, no. 282, pp. 1563  1566, 2009.
[17]    M. M. J. Martini; C. E. S.   Castellani; M. J. Pontes; M. R. N. Ribeiro; and H. J. Kalinowski, ""Multi-pump Optimization for Raman+EDFA Hybrid   Amplifiers under Pump Residual Recycling,""International     Microwave Optoelectronics Conference, pp. 117  121, Belém, Brazil, 2009.
[18]  Z. Li., C. Lu, J.   Chen, and C. Zhao, ""Raman Amplifier Design Using Geometry Compensation   Technique,""Optics Express, vol. 12, no. 3, pp. 436  441, February,   2004.
[19]  S. P. N. Cani, L.   C. Calmon, M. J. Pontes, M. R. N. Ribeiro, M. E. V. Segatto and A. V. T.   Cartaxo, ""An Analytical Approximated Solution for the Gain of Broadband Raman   Amplifiers With Multiple Counter-Pumps,""Journal of Ligthwave Technology,   vol. 27, no. 4, pp. 944  951, April 2009.
[20]  B. Bakhshi, M.   Vaa, E. A. Golovchenko, H. Li, and G. T. Harvey, ""Impact of   Gain-Flattening-filter Ripple in Long-Haul WDM Systems,"" in Proceedings of27thEuropean     Conference on Optical Communication(ECOC),   Amsterdam, September 2001.",https://www.scielo.br/j/jmoea/a/rPFfdzMt5WqJdQGzmH7c43g/?lang=en
2010,9,2/,An efficient routing scheme to reduce packet loss in all optical networks,"Amit Kumar Garg - School of Electronics and Communication Engg, India, R S Kaler - Thapar University, Department of Electronics and Communication Engineering , , India",,"Optical burst switching (OBS) is a promising technology for the next generation optical Internet. A buffer-less OBS network can be implemented using ordinary optical communication equipment without the need for either wavelength converters or optical memories. However, OBS networks suffer from a relatively high blocking probability, a primary metric of interest, because of contention. In this paper, an efficient deflection routing scheme for buffer-less OBS networks has been proposed in order to reduce blocking probability (Packet loss) caused by Offset Time (OT) and burst contention. Simulation results have shown that the proposed scheme reduces blocking probability effectively and also it maintains a reasonable end-to-end delay for each burst. Thus, it improves the overall network performance by reducing the burst blocking probability effectively.","[1] C. Qiao, M.   Yoo, ""Optical burst switching (OBS)A new paradigm for an optical Internet,"" J.   of High Speed Networks, vol. 8, pp. 6984, 1999.
[2] C. Qiao, M.   Yoo, ""Choices, features and issues in optical burst switching,"" Optical Network   Magazine, vol.2, pp.36-44, 2000.
[3]Amit Kumar Garg, R S Kaler, ""Performance   Analysis of an Integrated Scheme in Optical Burst Switched High-Speed Networks,""   Chinese Optics Letters (Journal of OSA), vol.6, no.4, pp.244-247, 2008.
[4] Y. Chen, C.   Qiao,""Performance Analysis of Optical Burst Switched Node with Deflection   Routing,"" Proceedings of IEEE ICC, vol. 2, pp.1355-1359, 2003.
[5] V. Vokkarane,   S. Sitaraman, ""Burst segmentation: An approach for reducing packet loss in   optical burst switched networks,"" Proceeding of IEEE ICC, vol.5, pp.2673-2677,   2002.
[6]A. Zalesky,   ""Evaluation of limited wavelength conversion and deflection routing as methods   to reduce blocking probability in optical burst switched networks,"" Proceeding   of IEEE ICC, vol.3, pp.1543- 1547, 2003.
[7] T. Coutelen,   A. Metnani,, ""Measurement-based alternative routing strategies in optical   burst-switched networks,"" Proceedings of 7th International Conference on   Transparent Optical Networks, vol.1, pp.224- 227, 2005.
[8] T. Coutelen,   B Jaumard, ""An efficient adaptive offset mechanism to reduce burst losses in   OBS networks,"" IEEE GLOBECOM , vol.4, no.5,2005.
[9] C. Hsu, T.   Liu, N. Huang, ""Performance analysis of deflection routing in optical   burst-switched networks,"" Proceedings of INFOCOM, vol.1, pp.66-73, 2002.
[10] A. Agusti,   C. Cervello-Pastor, ""A new contention less dynamic routing protocol for OBS   using wavelength occupation knowledge,"" Proceedings of the 12th IEEE   Mediterranean Electro technical Conference, vol.2, pp.519- 522, 2004.
[11] T. C. K. Hui   , C.K. Tham, "" Adaptive Provisioning of Differentiated Services Networks based   on Reinforcement Learning,"" IEEE Transactions on Systems, Man and Cybernetics,   vol.4, pp.492- 501,2003.
[12] S. Y. Wang,""The   design and implementation of the NCTUns 1.0 network simulator,"" Computer networks,   vol.2, pp.175-197, 2003.",https://www.scielo.br/j/jmoea/a/qnscMLXQCvwMnBdTfBPT47S/?lang=en
